,,,,-DORDOGNE,,,
8326,24,24316,24410,Parcoul-Chenaud,parcoul chenaud,45.19364962069,0.05655755172414
8327,24,24317,24590,Paulin,paulin,44.994764017094,1.3328041880342
8328,24,24318,24510,Paunat,paunat,44.897791567164,0.85083313432836
8329,24,24319,24310,Paussac-et-Saint-Vivien,paussac et saint vivien,45.341303760684,0.54121333333333
8330,24,24320,24270,Payzac,payzac,45.417512384615,1.2415624871795
8331,24,24321,24120,Pazayac,pazayac,45.123076170213,1.3741768085106
8332,24,24322,24000,Périgueux,perigueux,45.194904285714,0.70910014285714
8333,24,24323,24600,Petit-Bersac,petit bersac,45.271054594595,0.22889972972973
8334,24,24324,24210,Peyrignac,peyrignac,45.162027130435,1.1968210434783
8335,24,24325,24370,Peyrillac-et-Millac,peyrillac et millac,44.892302037037,1.4100131481481
8336,24,24326,24620,Peyzac-le-Moustier,peyzac le moustier,44.982893504274,1.0796306837607
8337,24,24327,24510,Pezuls,pezuls,44.907914174757,0.80521669902913
8338,24,24328,24360,Piégut-Pluviers,piegut pluviers,45.629399438202,0.70654735955056
8339,24,24329,24700,Le Pizou,le pizou,45.038106790123,0.08385314814815
8340,24,24330,24580,Plazac,plazac,45.044135263158,1.0370172368421
8341,24,24331,24240,Pomport,pomport,44.788667446809,0.41092387234043
8342,24,24334,24150,Pontours,pontours,44.823391980198,0.77318633663366
8343,24,24335,33220,Port-Sainte-Foy-et-Ponchapt,port sainte foy et ponchapt,44.868256097561,0.20349419512195
8344,24,24336,24370,Prats-de-Carlux,prats de carlux,44.8941434,1.3094569
8345,24,24337,24550,Prats-du-Périgord,prats du perigord,44.683396949153,1.0683524576271
8346,24,24338,24150,Pressignac-Vicq,pressignac vicq,44.894729208633,0.72455460431655
8347,24,24339,24160,Preyssac-d'Excideuil,preyssac d excideuil,45.341213518519,1.1092305555556
8348,24,24340,24130,Prigonrieux,prigonrieux,44.879094230769,0.40629697802198
8349,24,24341,24200,Proissans,proissans,44.928468203593,1.2470083832335
8350,24,24345,24140,Queyssac,queyssac,44.914558674699,0.53502084337349
8351,24,24346,24530,Quinsac,quinsac,45.434623165468,0.69918136690647
8352,24,24347,24440,Rampieux,rampieux,44.70248480663,0.80347110497238
8353,24,24348,24500,Razac-d'Eymet,razac d eymet,44.697332774194,0.45287193548387
8354,24,24349,24240,Razac-de-Saussignac,razac de saussignac,44.812534353741,0.28181462585034
8355,24,24350,24430,Razac-sur-l'Isle,razac sur l isle,45.161877722772,0.61693099009901
8356,24,24351,24240,Ribagnac,ribagnac,44.760509807692,0.47892038461538
8357,24,24352,24600,Ribérac,riberac,45.246988913043,0.339201
8358,24,24353,24340,La Rochebeaucourt-et-Argentine,la rochebeaucourt et argentine,45.470132180095,0.38199312796209
8359,24,24354,24490,La Roche-Chalais,la roche chalais,45.134139847973,0.03945547297297
8360,24,24355,24250,La Roque-Gageac,la roque gageac,44.823733589744,1.1954943589744
8361,24,24356,24580,Rouffignac-Saint-Cernin-de-Reilhac,rouffignac saint cernin de reilhac,45.051779634703,0.96795949771689
8362,24,24357,24240,Rouffignac-de-Sigoulès,rouffignac de sigoules,44.778022462687,0.44198828358209
8363,24,24359,24500,Sadillac,sadillac,44.728493012048,0.48798963855422
8364,24,24360,24170,Sagelat,sagelat,44.784797258065,1.0207790322581
8365,24,24361,24520,Saint-Agne,saint agne,44.833959384615,0.62479338461538
8366,24,24362,24380,Val de Louyre et Caudeau,val de louyre et caudeau,45.0350789,0.7162071
8367,24,24362,24510,Val de Louyre et Caudeau,val de louyre et caudeau,44.932205,0.7154942
8368,24,24364,24290,Saint-Amand-de-Coly,saint amand de coly,45.051904122449,1.2461696734694
8369,24,24365,24380,Saint-Amand-de-Vergt,saint amand de vergt,44.989518789474,0.69598731578947
8370,24,24366,24200,Saint-André-d'Allas,saint andre d allas,44.894391688312,1.1501556277056
8371,24,24367,24190,Saint-André-de-Double,saint andre de double,45.143436725979,0.32432142348754
8372,24,24370,24230,Saint-Antoine-de-Breuilh,saint antoine de breuilh,44.843278670886,0.14258037974684
8373,24,24371,24110,Saint-Aquilin,saint aquilin,45.1865094,0.48213115
8374,24,24372,24110,Saint-Astier,saint astier,45.144761244444,0.52006693333333
8375,24,24373,24500,Saint-Aubin-de-Cadelech,saint aubin de cadelech,44.683614012739,0.4925676433121
8376,24,24374,24560,Saint-Aubin-de-Lanquais,saint aubin de lanquais,44.797453982301,0.60323097345133
8377,24,24375,24250,Saint-Aubin-de-Nabirat,saint aubin de nabirat,44.730916625,1.281809
8378,24,24376,24410,Saint Aulaye-Puymangou,saint aulaye puymangou,45.188655798969,0.1284912628866
8379,24,24377,24260,Saint-Avit-de-Vialard,saint avit de vialard,44.948014090909,0.86105272727273
8380,24,24378,24540,Saint-Avit-Rivière,saint avit riviere,44.742361907514,0.91038861271676
8381,24,24379,24440,Saint-Avit-Sénieur,saint avit senieur,44.772746408163,0.82093591836735
8382,24,24380,24700,Saint-Barthélemy-de-Bellegarde,saint barthelemy de bellegarde,45.081953465046,0.19173623100304
8383,24,24381,24360,Saint-Barthélemy-de-Bussière,saint barthelemy de bussiere,45.64216129771,0.74809511450382
8384,24,24382,24150,Saint-Capraise-de-Lalinde,saint capraise de lalinde,44.847675306122,0.65504816326531
8385,24,24383,24500,Saint-Capraise-d'Eymet,saint capraise d eymet,44.708829262295,0.50880991803279
8386,24,24384,24540,Saint-Cassien,saint cassien,44.679424571429,0.84427671428571
8387,24,24385,24560,Saint-Cernin-de-Labarde,saint cernin de labarde,44.764380594059,0.57764366336634
8388,24,24386,24550,Saint-Cernin-de-l'Herm,saint cernin de l herm,44.652757234043,1.0456619148936
8389,24,24388,24260,Saint-Chamassy,saint chamassy,44.876532072539,0.93175284974093
8390,24,24389,24260,Saint-Cirq,saint cirq,44.93873,0.96906358024691
8391,24,24390,24330,Saint-Crépin-d'Auberoche,saint crepin d auberoche,45.116526237624,0.89735178217822
8392,24,24391,24310,Saint-Crépin-de-Richemont,saint crepin de richemont,45.418277751196,0.6090733492823
8393,24,24392,24590,Saint-Crépin-et-Carlucet,saint crepin et carlucet,44.953665442177,1.2780913605442
8394,24,24393,24440,Sainte-Croix,sainte croix,44.734835454545,0.82954175324675
8395,24,24394,24340,Sainte-Croix-de-Mareuil,sainte croix de mareuil,45.469146190476,0.42539886904762
8396,24,24395,24250,Saint-Cybranet,saint cybranet,44.784657913043,1.1620496521739
8397,24,24396,24220,Saint-Cyprien,saint cyprien,44.886683858696,1.0223633695652
8398,24,24397,24270,Saint-Cyr-les-Champagnes,saint cyr les champagnes,45.377326237624,1.2888767326733
8399,24,24398,24360,Saint-Estèphe,saint estephe,45.607075837321,0.65818502392344
8400,24,24399,24400,Saint-Étienne-de-Puycorbier,saint etienne de puycorbier,45.097113161512,0.31630721649485
8401,24,24401,24640,Sainte-Eulalie-d'Ans,sainte eulalie d ans,45.251031081081,1.0222777477478
8402,24,24402,24500,Sainte-Eulalie-d'Eymet,sainte eulalie d eymet,44.706995886525,0.36274255319149
8403,24,24403,24340,Saint-Félix-de-Bourdeilles,saint felix de bourdeilles,45.405620480769,0.56936134615385
8404,24,24404,24260,Saint-Félix-de-Reillac-et-Mortemart,saint felix de reillac et mortemart,45.013822280702,0.89403245614035
8405,24,24405,24510,Saint-Félix-de-Villadeix,saint felix de villadeix,44.930871375,0.6734519375
8406,24,24406,24170,Sainte-Foy-de-Belvès,sainte foy de belves,44.7321398,1.0370618
8407,24,24407,24510,Sainte-Foy-de-Longas,sainte foy de longas,44.929536298701,0.75690428571429
8408,24,24408,24460,Saint-Front-d'Alemps,saint front d alemps,45.324186230769,0.78955930769231
8409,24,24409,24400,Saint-Front-de-Pradoux,saint front de pradoux,45.058239692308,0.36225530769231
8410,24,24410,24300,Saint-Front-la-Rivière,saint front la riviere,45.466405142857,0.7251
8411,24,24411,24300,Saint-Front-sur-Nizonne,saint front sur nizonne,45.47249015748,0.62320385826772
8412,24,24412,24590,Saint-Geniès,saint genies,44.998886828194,1.2455878854626
8413,24,24413,24130,Saint-Georges-Blancaneix,saint georges blancaneix,44.914742836879,0.36022269503546
8414,24,24414,24140,Saint-Georges-de-Montclard,saint georges de montclard,44.93177278607,0.61697845771144
8415,24,24415,24700,Saint-Géraud-de-Corps,saint geraud de corps,44.945471125828,0.23482922737307
8416,24,24416,24170,Saint-Germain-de-Belvès,saint germain de belves,44.80749,1.0361926086957
8417,24,24417,24160,Saint-Germain-des-Prés,saint germain des pres,45.342340645161,0.99633929032258
8418,24,24418,24190,Saint-Germain-du-Salembre,saint germain du salembre,45.129123644068,0.43702377118644
8419,24,24419,24520,Saint-Germain-et-Mons,saint germain et mons,44.82308384,0.58983632
8420,24,24420,24400,Saint-Géry,saint gery,44.979159385475,0.32627703910615
8421,24,24421,24330,Saint-Geyrac,saint geyrac,45.0772239375,0.9055108125
8422,24,24422,24140,Saint-Hilaire-d'Estissac,saint hilaire d estissac,45.012445061728,0.50534074074074
8423,24,24423,24500,Sainte-Innocence,sainte innocence,44.723802395833,0.39359052083333
8424,24,24424,24190,Saint-Jean-d'Ataux,saint jean d ataux,45.132824576271,0.3971897740113
8425,24,24425,24800,Saint-Jean-de-Côle,saint jean de cole,45.414424657534,0.83854917808219
8426,24,24426,24140,Saint-Jean-d'Estissac,saint jean d estissac,45.040073608247,0.50695226804124
8427,24,24427,24140,Saint-Jean-d'Eyraud,saint jean d eyraud,44.958806170213,0.44985627659574
8428,24,24428,24800,Saint-Jory-de-Chalais,saint jory de chalais,45.491480604651,0.89558358139535
8429,24,24429,24160,Saint-Jory-las-Bloux,saint jory las bloux,45.343190947368,0.94998415789474
8430,24,24431,24140,Saint-Julien-de-Crempse,saint julien de crempse,44.950826666667,0.52206528735632
8431,24,24432,24370,Saint-Julien-de-Lampon,saint julien de lampon,44.862321972789,1.3854182993197
8432,24,24433,24500,Saint-Julien-d'Eymet,saint julien d eymet,44.719735222222,0.43760911111111
8433,24,24434,24320,Saint-Just,saint just,45.336690990991,0.50075522522523
8434,24,24436,24400,Saint-Laurent-des-Hommes,saint laurent des hommes,45.046369392097,0.25463857142857
8435,24,24437,24100,Saint-Laurent-des-Vignes,saint laurent des vignes,44.82600152381,0.44641133333333
8436,24,24438,24170,Saint-Laurent-la-Vallée,saint laurent la vallee,44.752312857143,1.1182253741497
8437,24,24441,24560,Saint-Léon-d'Issigeac,saint leon d issigeac,44.716917888889,0.69927311111111
8438,24,24442,24110,Saint-Léon-sur-l'Isle,saint leon sur l isle,45.119206311475,0.50030327868852
8439,24,24443,24290,Saint-Léon-sur-Vézère,saint leon sur vezere,45.021482413793,1.0811170344828
8440,24,24444,24400,Saint-Louis-en-l'Isle,saint louis en l isle,45.063859230769,0.38708276923077
8441,24,24445,24510,Saint-Marcel-du-Périgord,saint marcel du perigord,44.916217870968,0.70244193548387
8442,24,24446,24540,Saint-Marcory,saint marcory,44.725127916667,0.9283375
8443,24,24448,24160,Saint-Martial-d'Albarède,saint martial d albarede,45.323033583333,1.0370330833333
8444,24,24449,24700,Saint-Martial-d'Artenset,saint martial d artenset,45.004354858757,0.22458446327684
8445,24,24450,24250,Saint-Martial-de-Nabirat,saint martial de nabirat,44.743129593496,1.2451517073171
8446,24,24451,24300,Saint-Martial-de-Valette,saint martial de valette,45.51534384106,0.63360231788079
8447,24,24452,24320,Saint-Martial-Viveyrol,saint martial viveyrol,45.35678512,0.33958984
8448,24,24453,24800,Saint-Martin-de-Fressengeas,saint martin de fressengeas,45.45830473913,0.842355
8449,24,24454,24610,Saint-Martin-de-Gurson,saint martin de gurson,44.953337845528,0.1201656097561
8450,24,24455,24600,Saint-Martin-de-Ribérac,saint martin de riberac,45.220734344828,0.36407262068965
8451,24,24456,24140,Saint-Martin-des-Combes,saint martin des combes,44.963022720588,0.62232551470588
8452,24,24457,24400,Saint-Martin-l'Astier,saint martin l astier,45.056157081081,0.31633956756757
8453,24,24458,24300,Saint-Martin-le-Pin,saint martin le pin,45.552034133333,0.62068342222222
8454,24,24459,24380,Saint-Maime-de-Péreyrol,saint maime de pereyrol,45.015852695652,0.65542391304348
8455,24,24460,24600,Saint-Méard-de-Drône,saint meard de drone,45.254644660194,0.41051936893204
8456,24,24461,24610,Saint-Méard-de-Gurçon,saint meard de gurcon,44.916515125348,0.17197935933148
8457,24,24462,24400,Saint-Médard-de-Mussidan,saint medard de mussidan,45.02298726087,0.32493582608696
8458,24,24463,24160,Saint-Médard-d'Excideuil,saint medard d excideuil,45.350133220339,1.0870094915254
8459,24,24464,24270,Saint-Mesmin,saint mesmin,45.354212705882,1.2329041960784
8460,24,24465,24400,Saint-Michel-de-Double,saint michel de double,45.091271789474,0.28511263157895
8461,24,24466,24230,Saint-Michel-de-Montaigne,saint michel de montaigne,44.880813012048,0.01983265060241
8462,24,24468,24380,Saint-Michel-de-Villadeix,saint michel de villadeix,44.9874418,0.7275372
8463,24,24470,24370,Sainte-Mondane,sainte mondane,44.83648940678,1.3441737288136
8464,24,24471,24200,Sainte-Nathalène,sainte nathalene,44.915099801324,1.2797333112583
8465,24,24472,24520,Saint-Nexans,saint nexans,44.802723358209,0.55366462686567
8466,24,24473,24210,Sainte-Orse,sainte orse,45.207013202614,1.0730581699346
8467,24,24474,24530,Saint-Pancrace,saint pancrace,45.421494444444,0.66614895424837
8468,24,24476,24160,Saint-Pantaly-d'Excideuil,saint pantaly d excideuil,45.31296887931,1.0087926724138
8469,24,24477,24600,Saint-Pardoux-de-Drône,saint pardoux de drone,45.223686105263,0.41586210526316
8470,24,24478,24170,Saint-Pardoux-et-Vielvic,saint pardoux et vielvic,44.767022980132,0.96322086092715
8471,24,24479,24470,Saint-Pardoux-la-Rivière,saint pardoux la riviere,45.505965613208,0.75313254716981
8472,24,24480,24380,Saint-Paul-de-Serre,saint paul de serre,45.081428053097,0.63367663716814
8473,24,24481,24800,Saint-Paul-la-Roche,saint paul la roche,45.482962258065,0.98815132616487
8474,24,24482,24320,Saint-Paul-Lizonne,saint paul lizonne,45.314312146893,0.28176734463277
8475,24,24483,24560,Saint-Perdoux,saint perdoux,44.737867244898,0.5331212244898
8476,24,24484,24330,Saint-Pierre-de-Chignac,saint pierre de chignac,45.107690387597,0.86118465116279
8477,24,24485,24800,Saint-Pierre-de-Côle,saint pierre de cole,45.38051245283,0.80797144654088
8478,24,24486,24450,Saint-Pierre-de-Frugie,saint pierre de frugie,45.583087134146,1.0088795731707
8479,24,24487,24130,Saint-Pierre-d'Eyraud,saint pierre d eyraud,44.885753703704,0.31194703703704
8480,24,24488,24170,Saint-Pompont,saint pompont,44.719542317881,1.1400105298013
8481,24,24489,24450,Saint-Priest-les-Fougères,saint priest les fougeres,45.539965958549,1.0205954404145
8482,24,24490,24410,Saint Privat en Périgord,saint privat en perigord,45.221687891892,0.20273186486486
8483,24,24491,24210,Saint-Rabier,saint rabier,45.173038449198,1.1430593048128
8484,24,24492,24560,Sainte-Radegonde,sainte radegonde,44.683194864865,0.67330900900901
8485,24,24493,24160,Saint-Raphaël,saint raphael,45.303835974026,1.074271948052
8486,24,24494,24700,Saint-Rémy,saint remy,44.948532688525,0.19062616393443
8487,24,24495,24540,Saint-Romain-de-Monpazier,saint romain de monpazier,44.719503645833,0.87996739583333
8488,24,24496,24800,Saint-Romain-et-Saint-Clément,saint romain et saint clement,45.4272785,0.87426938888889
8489,24,24498,24470,Saint-Saud-Lacoussière,saint saud lacoussiere,45.531360074257,0.84355165841584
8490,24,24499,24520,Saint-Sauveur,saint sauveur,44.873771061947,0.58625424778761
8491,24,24500,24700,Saint-Sauveur-Lalande,saint sauveur lalande,44.978979,0.25376613333333
8492,24,24501,24230,Saint-Seurin-de-Prats,saint seurin de prats,44.834148157895,0.07315052631579
8493,24,24502,24190,Saint-Séverin-d'Estissac,saint severin d estissac,45.052310357143,0.47389214285714
8494,24,24504,24600,Saint-Sulpice-de-Roumagnac,saint sulpice de roumagnac,45.201415229358,0.39470513761468
8495,24,24505,24800,Saint-Sulpice-d'Excideuil,saint sulpice d excideuil,45.398996133333,1.0169992888889
8496,24,24507,24160,Sainte-Trie,sainte trie,45.295012460317,1.2057987698413
8497,24,24508,24350,Saint-Victor,saint victor,45.263427542373,0.43809872881356
8498,24,24509,24190,Saint-Vincent-de-Connezac,saint vincent de connezac,45.164395786517,0.3956352247191
8499,24,24510,24220,Saint-Vincent-de-Cosse,saint vincent de cosse,44.843581264368,1.1133847126437
8500,24,24511,24410,Saint-Vincent-Jalmoutiers,saint vincent jalmoutiers,45.186075891089,0.19628821782178
8501,24,24512,24200,Saint-Vincent-le-Paluel,saint vincent le paluel,44.881194040404,1.2743577777778
8502,24,24513,24420,Saint-Vincent-sur-l'Isle,saint vincent sur l isle,45.241096915888,0.90343308411215
8503,24,24514,24230,Saint-Vivien,saint vivien,44.895703680982,0.10489018404908
8504,24,24515,24160,Salagnac,salagnac,45.31162280303,1.2108234090909
8505,24,24516,24590,Salignac-Eyvigues,salignac eyvigues,44.942211666667,1.3657847839506
8506,24,24517,24170,Salles-de-Belvès,salles de belves,44.716751717172,1.0002076767677
8507,24,24518,24380,Salon,salon,45.030425833333,0.77477311111111
8508,24,24519,24270,Sarlande,sarlande,45.448593,1.1216114893617
8509,24,24520,24200,Sarlat-la-Canéda,sarlat la caneda,44.909603560091,1.1961700907029
8510,24,24521,24420,Sarliac-sur-l'Isle,sarliac sur l isle,45.24248,0.86223092783505
8511,24,24522,24800,Sarrazac,sarrazac,45.436358438356,1.0299995068493
8512,24,24523,24240,Saussignac,saussignac,44.801861401869,0.32122242990654
8513,24,24524,24260,Savignac-de-Miremont,savignac de miremont,44.963009756098,0.94946642276423
8514,24,24525,24300,Savignac-de-Nontron,savignac de nontron,45.552123978495,0.72306731182796
8515,24,24526,24270,Savignac-Lédrier,savignac ledrier,45.377510913242,1.2004621461187
8516,24,24527,24420,Savignac-les-Églises,savignac les eglises,45.27542106383,0.91212803191489
8517,24,24528,24300,Sceau-Saint-Angel,sceau saint angel,45.482894308943,0.67399796747967
8518,24,24529,24600,Segonzac,segonzac,45.202386981132,0.44105188679245
8519,24,24530,24310,Sencenac-Puy-de-Fourches,sencenac puy de fourches,45.314800576923,0.68157490384615
8520,24,24531,24290,Sergeac,sergeac,44.995776019417,1.1140204854369
8521,24,24532,24500,Serres-et-Montguyard,serres et montguyard,44.679443925926,0.44204237037037
8522,24,24533,24410,Servanches,servanches,45.129725779817,0.17082550458716
8523,24,24534,24240,Sigoulès,sigoules,44.75864124031,0.40204868217054
8524,24,24535,24370,Simeyrols,simeyrols,44.913375258621,1.3417420689655
8525,24,24536,24500,Singleyrac,singleyrac,44.739216124031,0.46077480620155
8526,24,24537,24600,Siorac-de-Ribérac,siorac de riberac,45.177460852018,0.34078183856502
8527,24,24538,24170,Siorac-en-Périgord,siorac en perigord,44.819271188811,0.97268713286713
8528,24,24540,24420,Sorges et Ligueux en Périgord,sorges et ligueux en perigord,45.308053,0.872656
8529,24,24540,24460,Sorges et Ligueux en Périgord,sorges et ligueux en perigord,45.308681,0.820575
8530,24,24541,24360,Soudat,soudat,45.620916123595,0.56511286516854
8531,24,24542,24540,Soulaures,soulaures,44.641529767442,0.91142697674419
8532,24,24543,24400,Sourzac,sourzac,45.045194516129,0.41251795698925
8533,24,24544,24620,Tamniès,tamnies,44.971047451737,1.1514988416988
8534,24,24545,24390,Teillots,teillots,45.260451946309,1.2171099328859
8535,24,24546,24390,Temple-Laguyon,temple laguyon,45.230359268293,1.0985182926829
8536,24,24547,24120,Terrasson-Lavilledieu,terrasson lavilledieu,45.116502777778,1.2955911904762
8537,24,24548,24300,Teyjat,teyjat,45.595788789809,0.57511866242038
8538,24,24549,24240,Thénac,thenac,44.745877638191,0.34923326633166
8539,24,24550,24210,Thenon,thenon,45.128087483444,1.0747176821192
8540,24,24551,24800,Thiviers,thiviers,45.42656254417,0.91293561837456
8541,24,24552,24290,Thonac,thonac,45.041579753086,1.100647345679
8542,24,24553,24350,Tocane-Saint-Apre,tocane saint apre,45.239067575758,0.49478858585859
8543,24,24554,24320,La Tour-Blanche-Cercles,la tour blanche cercles,45.367845340314,0.45201298429319
8544,24,24555,24390,Tourtoirac,tourtoirac,45.268205392157,1.0554856372549
8545,24,24557,24750,Trélissac,trelissac,45.207557459016,0.77812459016393
8546,24,24558,24510,Trémolat,tremolat,44.882963357664,0.83077175182482
8547,24,24559,24620,Tursac,tursac,44.967230847458,1.0437660169492
8548,24,24560,24480,Urval,urval,44.804974343434,0.94208474747475
8549,24,24561,24310,Valeuil,valeuil,45.329452142857,0.62322407142857
8550,24,24562,24190,Vallereuil,vallereuil,45.073506946565,0.49913374045802
8551,24,24563,24290,Valojoulx,valojoulx,45.010962948718,1.1553067948718
8552,24,24564,24600,Vanxains,vanxains,45.212180918033,0.28766216393443
8553,24,24565,24360,Varaignes,varaignes,45.610600430108,0.53087935483871
8554,24,24566,24150,Varennes,varennes,44.832466491228,0.6693898245614
8555,24,24567,24800,Vaunac,vaunac,45.368711217391,0.86954034782609
8556,24,24568,24230,Vélines,velines,44.857674759358,0.10856352941176
8557,24,24569,24320,Vendoire,vendoire,45.412586779661,0.28472457627119
8558,24,24570,24520,Verdon,verdon,44.814615294118,0.63047970588235
8559,24,24571,24380,Vergt,vergt,45.0404206,0.7145445
8560,24,24572,24540,Vergt-de-Biron,vergt de biron,44.632523524229,0.84962220264317
8561,24,24573,24320,Verteillac,verteillac,45.349595359116,0.37630215469613
8562,24,24574,24370,Veyrignac,veyrignac,44.825207916667,1.3264548958333
8563,24,24575,24250,Veyrines-de-Domme,veyrines de domme,44.803568648649,1.103907027027
8564,24,24576,24380,Veyrines-de-Vergt,veyrines de vergt,44.988692824428,0.76911381679389
8565,24,24577,24220,Vézac,vezac,44.84492640625,1.17817546875
8566,24,24580,24120,Villac,villac,45.184176892655,1.2396705084746
8567,24,24581,24140,Villamblard,villamblard,45.027053916667,0.55109883333333
8568,24,24582,24530,Villars,villars,45.423421268657,0.76714873134328
8569,24,24584,24610,Villefranche-de-Lonchat,villefranche de lonchat,44.956430401606,0.05772369477912
8570,24,24585,24550,Villefranche-du-Périgord,villefranche du perigord,44.636507448276,1.1096303448276
8571,24,24586,24600,Villetoureix,villetoureix,45.272244632768,0.36293214689266
8572,24,24587,24200,Vitrac,vitrac,44.841309615385,1.2233824038462
